CensusTract,Year,State,County,Population,Pollutant Name,Total Cancer Risk (per million),PT-StationaryPoint Cancer Risk (per million),OR-LightDuty-OffNetwork-Gas Cancer Risk (per million),OR-LightDuty-OffNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Diesel Cancer Risk (per million),OR-LightDuty-OnNetwork-Gas Cancer Risk (per million),OR-LightDuty-OnNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Diesel Cancer Risk (per million),OR-Refueling Cancer Risk (per million),OR-HeavyDuty-Hoteling Cancer Risk (per million),NR-Recreational-inc-PleasureCraft Cancer Risk (per million),NR-Construction Cancer Risk (per million),NR-CommercialLawnGarden Cancer Risk (per million),NR-ResidentialLawnGarden Cancer Risk (per million),NR-Agriculture Cancer Risk (per million),NR-CommercialEquipment Cancer Risk (per million),NR-AllOther Cancer Risk (per million),NR-CMV_C1C2 Cancer Risk (per million),NR-CMV_C3 Cancer Risk (per million),NR-CMV_C1C2C3_underway Cancer Risk (per million),NR-Locomotives Cancer Risk (per million),NR-Point-Airports Cancer Risk (per million),NR- Point-Railyards Cancer Risk (per million),NP-industrial Cancer Risk (per million),NP-CommercialCooking Cancer Risk (per million),NP-OilGas Cancer Risk (per million),NP-SolventsCoatings Cancer Risk (per million),NP-StorageTransfer_BulkTerminals_GasStage1 Cancer Risk,NP-MiscellaneousNonindustrial Cancer Risk (per million),NP-FuelCombustion_not_RWC Cancer Risk (per million),NP-ResidentialWoodCombustionRWC Cancer Risk (per million),NP-WasteDisposal Cancer Risk (per million),NP-AgricultureLivestock Cancer Risk (per million),FIRE Cancer Risk (per million),BIOGENICS Cancer Risk (per million),SECONDARY Cancer Risk (per million),BACKGROUND Cancer Risk (per million),Total Respiratory HI,Total Neurological HI,Total Liver HI,Total Developmental HI,Total Reproductive HI,Total Kidney HI,Total Ocular HI,Total Endocrine HI,Total Hematological HI,Total Immunological HI,Total Skeletal HI,Total Spleen HI,Total Thyroid HI,Total Wholebody HI
49035112502,2014,UT,Salt Lake,6155,"1,1,2-TRICHLOROETHANE",2.94334544e-07,4.569904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8976464e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112503,2014,UT,Salt Lake,4633,"1,1,2-TRICHLOROETHANE",3.03879152e-07,6.181968e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97697184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7481e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112604,2014,UT,Salt Lake,5101,"1,1,2-TRICHLOROETHANE",2.32307856e-07,1.875024e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30432832e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6298e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112605,2014,UT,Salt Lake,6795,"1,1,2-TRICHLOROETHANE",2.5539104e-07,2.447072e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52943968e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9904e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112608,2014,UT,Salt Lake,5276,"1,1,2-TRICHLOROETHANE",2.25647184e-07,1.638592e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24008592e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5257e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112609,2014,UT,Salt Lake,5553,"1,1,2-TRICHLOROETHANE",2.05871216e-07,1.205136e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0466608e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2167e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112610,2014,UT,Salt Lake,4316,"1,1,2-TRICHLOROETHANE",2.91296e-07,4.345376e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86950624e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5515e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112611,2014,UT,Salt Lake,6655,"1,1,2-TRICHLOROETHANE",2.64178896e-07,3.094592e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61084304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1278e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112612,2014,UT,Salt Lake,4096,"1,1,2-TRICHLOROETHANE",2.35335216e-07,2.384256e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3295096e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6772e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112613,2014,UT,Salt Lake,4915,"1,1,2-TRICHLOROETHANE",2.208308e-07,1.556912e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19273888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4505e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112614,2014,UT,Salt Lake,3380,"1,1,2-TRICHLOROETHANE",2.12744624e-07,1.40312e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11341504e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3241e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112615,2014,UT,Salt Lake,2419,"1,1,2-TRICHLOROETHANE",2.09858288e-07,1.368608e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0848968e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2791e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112616,2014,UT,Salt Lake,4533,"1,1,2-TRICHLOROETHANE",2.09150624e-07,1.152064e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0799856e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.268e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112617,2014,UT,Salt Lake,3551,"1,1,2-TRICHLOROETHANE",2.14178736e-07,1.08232e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13096416e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3465e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112618,2014,UT,Salt Lake,3261,"1,1,2-TRICHLOROETHANE",2.61696064e-07,2.31032e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59385744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112619,2014,UT,Salt Lake,3110,"1,1,2-TRICHLOROETHANE",2.32760224e-07,1.817872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30942352e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6369e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112700,2014,UT,Salt Lake,4821,"1,1,2-TRICHLOROETHANE",2.53598912e-07,3.093856e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50505056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9624e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112804,2014,UT,Salt Lake,5602,"1,1,2-TRICHLOROETHANE",2.42077872e-07,1.461328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40616544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7824e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112805,2014,UT,Salt Lake,5343,"1,1,2-TRICHLOROETHANE",2.48241904e-07,1.276832e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46965072e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8788e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112810,2014,UT,Salt Lake,7066,"1,1,2-TRICHLOROETHANE",3.6352944e-07,6.39936e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62889504e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6801e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112812,2014,UT,Salt Lake,5670,"1,1,2-TRICHLOROETHANE",2.42089776e-07,1.920352e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40169424e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7826e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112813,2014,UT,Salt Lake,5449,"1,1,2-TRICHLOROETHANE",2.33911552e-07,1.203632e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3270792e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6549e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112814,2014,UT,Salt Lake,4696,"1,1,2-TRICHLOROETHANE",2.17743776e-07,9.6904e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16774736e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4022e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112815,2014,UT,Salt Lake,5044,"1,1,2-TRICHLOROETHANE",2.36173824e-07,1.017024e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351568e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6902e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112816,2014,UT,Salt Lake,4852,"1,1,2-TRICHLOROETHANE",3.02982352e-07,9.95376e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01986976e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7341e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112817,2014,UT,Salt Lake,6374,"1,1,2-TRICHLOROETHANE",3.03551248e-07,1.380496e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02170752e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.743e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112818,2014,UT,Salt Lake,3840,"1,1,2-TRICHLOROETHANE",3.42631168e-07,7.94544e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41836624e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3536e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112819,2014,UT,Salt Lake,7040,"1,1,2-TRICHLOROETHANE",2.88606176e-07,1.118528e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87487648e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5095e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112820,2014,UT,Salt Lake,7344,"1,1,2-TRICHLOROETHANE",3.88545472e-07,6.32784e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87912688e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112821,2014,UT,Salt Lake,6257,"1,1,2-TRICHLOROETHANE",3.17230608e-07,7.55904e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16474704e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9567e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112822,2014,UT,Salt Lake,4709,"1,1,2-TRICHLOROETHANE",2.55216304e-07,1.664464e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5355184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9877e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112823,2014,UT,Salt Lake,4493,"1,1,2-TRICHLOROETHANE",2.60782544e-07,1.453728e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59328816e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0747e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112904,2014,UT,Salt Lake,6731,"1,1,2-TRICHLOROETHANE",3.2963208e-07,3.126048e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26506032e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1505e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112905,2014,UT,Salt Lake,5391,"1,1,2-TRICHLOROETHANE",3.39676528e-07,3.723264e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35953264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3075e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112907,2014,UT,Salt Lake,4648,"1,1,2-TRICHLOROETHANE",3.47794288e-07,3.447104e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44347184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4343e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112912,2014,UT,Salt Lake,2769,"1,1,2-TRICHLOROETHANE",3.14351024e-07,2.006016e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12345008e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9117e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112913,2014,UT,Salt Lake,5129,"1,1,2-TRICHLOROETHANE",3.3010272e-07,2.684224e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27418496e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1578e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112914,2014,UT,Salt Lake,6293,"1,1,2-TRICHLOROETHANE",3.60524336e-07,4.240208e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56284128e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6332e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112916,2014,UT,Salt Lake,4567,"1,1,2-TRICHLOROETHANE",3.11912016e-07,1.706272e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10205744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8737e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112917,2014,UT,Salt Lake,3864,"1,1,2-TRICHLOROETHANE",3.19539344e-07,1.888368e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17650976e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9928e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112918,2014,UT,Salt Lake,5242,"1,1,2-TRICHLOROETHANE",3.23742256e-07,2.375792e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21366464e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0585e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112920,2014,UT,Salt Lake,4309,"1,1,2-TRICHLOROETHANE",3.14499936e-07,1.761296e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1273864e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.914e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035112921,2014,UT,Salt Lake,3444,"1,1,2-TRICHLOROETHANE",3.06320768e-07,1.331008e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0498976e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7863e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035113007,2014,UT,Salt Lake,5005,"1,1,2-TRICHLOROETHANE",2.85245216e-07,7.29168e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84516048e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.457e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035113008,2014,UT,Salt Lake,6174,"1,1,2-TRICHLOROETHANE",2.89555744e-07,8.7752e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88678224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5243e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035113010,2014,UT,Salt Lake,6343,"1,1,2-TRICHLOROETHANE",3.021772e-07,1.483952e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00693248e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7215e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035113011,2014,UT,Salt Lake,5806,"1,1,2-TRICHLOROETHANE",2.99193648e-07,1.25112e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97942528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6749e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035113012,2014,UT,Salt Lake,4854,"1,1,2-TRICHLOROETHANE",3.07315424e-07,1.676176e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05639248e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8018e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
