CensusTract,Year,State,County,Population,Pollutant Name,Total Cancer Risk (per million),PT-StationaryPoint Cancer Risk (per million),OR-LightDuty-OffNetwork-Gas Cancer Risk (per million),OR-LightDuty-OffNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Diesel Cancer Risk (per million),OR-LightDuty-OnNetwork-Gas Cancer Risk (per million),OR-LightDuty-OnNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Diesel Cancer Risk (per million),OR-Refueling Cancer Risk (per million),OR-HeavyDuty-Hoteling Cancer Risk (per million),NR-Recreational-inc-PleasureCraft Cancer Risk (per million),NR-Construction Cancer Risk (per million),NR-CommercialLawnGarden Cancer Risk (per million),NR-ResidentialLawnGarden Cancer Risk (per million),NR-Agriculture Cancer Risk (per million),NR-CommercialEquipment Cancer Risk (per million),NR-AllOther Cancer Risk (per million),NR-CMV_C1C2 Cancer Risk (per million),NR-CMV_C3 Cancer Risk (per million),NR-CMV_C1C2C3_underway Cancer Risk (per million),NR-Locomotives Cancer Risk (per million),NR-Point-Airports Cancer Risk (per million),NR- Point-Railyards Cancer Risk (per million),NP-industrial Cancer Risk (per million),NP-CommercialCooking Cancer Risk (per million),NP-OilGas Cancer Risk (per million),NP-SolventsCoatings Cancer Risk (per million),NP-StorageTransfer_BulkTerminals_GasStage1 Cancer Risk,NP-MiscellaneousNonindustrial Cancer Risk (per million),NP-FuelCombustion_not_RWC Cancer Risk (per million),NP-ResidentialWoodCombustionRWC Cancer Risk (per million),NP-WasteDisposal Cancer Risk (per million),NP-AgricultureLivestock Cancer Risk (per million),FIRE Cancer Risk (per million),BIOGENICS Cancer Risk (per million),SECONDARY Cancer Risk (per million),BACKGROUND Cancer Risk (per million),Total Respiratory HI,Total Neurological HI,Total Liver HI,Total Developmental HI,Total Reproductive HI,Total Kidney HI,Total Ocular HI,Total Endocrine HI,Total Hematological HI,Total Immunological HI,Total Skeletal HI,Total Spleen HI,Total Thyroid HI,Total Wholebody HI
49001000000,2014,UT,Beaver,6629,"1,1,2-TRICHLOROETHANE",8.3222e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3222e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49001100100,2014,UT,Beaver,3818,"1,1,2-TRICHLOROETHANE",9.536e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.536e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49001100200,2014,UT,Beaver,2811,"1,1,2-TRICHLOROETHANE",6.6736e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6736e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003000000,2014,UT,Box Elder,49975,"1,1,2-TRICHLOROETHANE",5.4140001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.180841e-09,0.0,5.195916e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960100,2014,UT,Box Elder,3152,"1,1,2-TRICHLOROETHANE",4.7198512e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.05168e-09,0.0,4.0146832e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960200,2014,UT,Box Elder,6901,"1,1,2-TRICHLOROETHANE",6.6510272e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.756608e-09,0.0,6.0753664e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0392e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960300,2014,UT,Box Elder,8186,"1,1,2-TRICHLOROETHANE",7.49856e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.426224e-09,0.0,6.9559376e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1717e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960400,2014,UT,Box Elder,4872,"1,1,2-TRICHLOROETHANE",5.4313696e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.36784e-10,0.0,5.3776912e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.487e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960500,2014,UT,Box Elder,5023,"1,1,2-TRICHLOROETHANE",5.6324848e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6324848e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.801e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960601,2014,UT,Box Elder,3720,"1,1,2-TRICHLOROETHANE",5.2440304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2440304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.194e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960602,2014,UT,Box Elder,2429,"1,1,2-TRICHLOROETHANE",4.9824752e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9824752e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.785e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960701,2014,UT,Box Elder,4765,"1,1,2-TRICHLOROETHANE",5.1595456e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1595456e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960702,2014,UT,Box Elder,2281,"1,1,2-TRICHLOROETHANE",4.9844992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9844992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.788e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960801,2014,UT,Box Elder,4206,"1,1,2-TRICHLOROETHANE",1.8055584e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8055584e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.821e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960802,2014,UT,Box Elder,4440,"1,1,2-TRICHLOROETHANE",4.165056e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.165056e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.508e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000000,2014,UT,Cache,112656,"1,1,2-TRICHLOROETHANE",2.18060995e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,2.1356e-10,0.0,0.0,0.0,3.916085e-09,0.0,2.1393135e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4072e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000101,2014,UT,Cache,4599,"1,1,2-TRICHLOROETHANE",7.1843072e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0627392e-08,0.0,6.121568e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1226e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000102,2014,UT,Cache,1563,"1,1,2-TRICHLOROETHANE",8.4605936e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4982944e-08,0.0,5.9622992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.322e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000201,2014,UT,Cache,3228,"1,1,2-TRICHLOROETHANE",1.37546544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.035584e-09,0.0,1.3251096e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1492e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000202,2014,UT,Cache,6953,"1,1,2-TRICHLOROETHANE",1.40114992e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.622752e-09,0.0,1.3549224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1893e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000300,2014,UT,Cache,7492,"1,1,2-TRICHLOROETHANE",1.78620752e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.087664e-09,0.0,1.73533088e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.791e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000401,2014,UT,Cache,3338,"1,1,2-TRICHLOROETHANE",3.23744048e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.56448e-09,0.0,3.20179568e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0585e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000402,2014,UT,Cache,3118,"1,1,2-TRICHLOROETHANE",2.89153136e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.323936e-09,0.0,2.858292e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000403,2014,UT,Cache,5754,"1,1,2-TRICHLOROETHANE",2.93447584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.828976e-09,0.0,2.89618608e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5851e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000501,2014,UT,Cache,5128,"1,1,2-TRICHLOROETHANE",3.18390432e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.46712e-09,0.0,3.14923312e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9749e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000502,2014,UT,Cache,5231,"1,1,2-TRICHLOROETHANE",3.31599376e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.636464e-09,0.0,3.27962912e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1812e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000600,2014,UT,Cache,7068,"1,1,2-TRICHLOROETHANE",3.21942576e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.424912e-09,0.0,3.18517664e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0303e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000701,2014,UT,Cache,4520,"1,1,2-TRICHLOROETHANE",3.00216784e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.114224e-09,0.0,2.9710256e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6909e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000702,2014,UT,Cache,2720,"1,1,2-TRICHLOROETHANE",3.19317936e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.2976e-09,0.0,3.16020336e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9893e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000800,2014,UT,Cache,4795,"1,1,2-TRICHLOROETHANE",3.12195584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.265408e-09,0.0,3.08930176e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000900,2014,UT,Cache,3374,"1,1,2-TRICHLOROETHANE",2.98808672e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.179216e-09,0.0,2.95629456e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6689e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001001,2014,UT,Cache,3026,"1,1,2-TRICHLOROETHANE",2.97590112e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.303936e-09,0.0,2.94286176e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6498e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001002,2014,UT,Cache,4560,"1,1,2-TRICHLOROETHANE",2.98053872e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.223808e-09,0.0,2.94830064e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6571e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001101,2014,UT,Cache,5596,"1,1,2-TRICHLOROETHANE",2.4183024e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.050944e-09,0.0,2.38779296e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7786e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001102,2014,UT,Cache,4230,"1,1,2-TRICHLOROETHANE",2.986724e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.077696e-09,0.0,2.95594704e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6668e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001201,2014,UT,Cache,4955,"1,1,2-TRICHLOROETHANE",1.49894736e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.852144e-09,0.0,1.47042592e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3421e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001202,2014,UT,Cache,5387,"1,1,2-TRICHLOROETHANE",1.1650064e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.94472e-09,0.0,1.1355592e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8203e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001300,2014,UT,Cache,6117,"1,1,2-TRICHLOROETHANE",5.6822112e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.289456e-09,0.0,5.4532656e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001401,2014,UT,Cache,4096,"1,1,2-TRICHLOROETHANE",8.2375424e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.417408e-09,0.0,8.0958016e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2871e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001402,2014,UT,Cache,3665,"1,1,2-TRICHLOROETHANE",7.1972784e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.956896e-09,0.0,7.0015888e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1246e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001500,2014,UT,Cache,2038,"1,1,2-TRICHLOROETHANE",3.5398672e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5398672e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.531e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005980100,2014,UT,Cache,105,"1,1,2-TRICHLOROETHANE",3.33783792e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,2.29131696e-07,0.0,0.0,0.0,2.209056e-09,0.0,1.0244304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2154e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000000,2014,UT,Carbon,21403,"1,1,2-TRICHLOROETHANE",8.857804508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,8.820142007e-06,0.0,0.0,0.0,0.0,0.0,3.7662501e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384032e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000100,2014,UT,Carbon,3809,"1,1,2-TRICHLOROETHANE",9.28089152e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,9.227613696e-06,0.0,0.0,0.0,0.0,0.0,5.3277824e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45014e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000200,2014,UT,Carbon,4469,"1,1,2-TRICHLOROETHANE",1.0066378848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1.0027980528e-05,0.0,0.0,0.0,0.0,0.0,3.839832e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.572872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000300,2014,UT,Carbon,4461,"1,1,2-TRICHLOROETHANE",1.0502117216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,1.0453307296e-05,0.0,0.0,0.0,0.0,0.0,4.880992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.640956e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000500,2014,UT,Carbon,4248,"1,1,2-TRICHLOROETHANE",8.11284904e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,8.08768208e-06,0.0,0.0,0.0,0.0,0.0,2.516696e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267632e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000600,2014,UT,Carbon,4416,"1,1,2-TRICHLOROETHANE",6.325339536e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,6.301131456e-06,0.0,0.0,0.0,0.0,0.0,2.420808e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88335e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49009000000,2014,UT,Daggett,1059,"1,1,2-TRICHLOROETHANE",1.4208890432e-05,1.0820468464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,3.388081712e-06,0.0,0.0,0.0,0.0,0.0,3.40256e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220139e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
