CensusTract,Year,State,County,Population,Pollutant Name,Total Cancer Risk (per million),PT-StationaryPoint Cancer Risk (per million),OR-LightDuty-OffNetwork-Gas Cancer Risk (per million),OR-LightDuty-OffNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OffNetwork-Diesel Cancer Risk (per million),OR-LightDuty-OnNetwork-Gas Cancer Risk (per million),OR-LightDuty-OnNetwork-Diesel Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Gas Cancer Risk (per million),OR-HeavyDuty-OnNetwork-Diesel Cancer Risk (per million),OR-Refueling Cancer Risk (per million),OR-HeavyDuty-Hoteling Cancer Risk (per million),NR-Recreational-inc-PleasureCraft Cancer Risk (per million),NR-Construction Cancer Risk (per million),NR-CommercialLawnGarden Cancer Risk (per million),NR-ResidentialLawnGarden Cancer Risk (per million),NR-Agriculture Cancer Risk (per million),NR-CommercialEquipment Cancer Risk (per million),NR-AllOther Cancer Risk (per million),NR-CMV_C1C2 Cancer Risk (per million),NR-CMV_C3 Cancer Risk (per million),NR-CMV_C1C2C3_underway Cancer Risk (per million),NR-Locomotives Cancer Risk (per million),NR-Point-Airports Cancer Risk (per million),NR- Point-Railyards Cancer Risk (per million),NP-industrial Cancer Risk (per million),NP-CommercialCooking Cancer Risk (per million),NP-OilGas Cancer Risk (per million),NP-SolventsCoatings Cancer Risk (per million),NP-StorageTransfer_BulkTerminals_GasStage1 Cancer Risk,NP-MiscellaneousNonindustrial Cancer Risk (per million),NP-FuelCombustion_not_RWC Cancer Risk (per million),NP-ResidentialWoodCombustionRWC Cancer Risk (per million),NP-WasteDisposal Cancer Risk (per million),NP-AgricultureLivestock Cancer Risk (per million),FIRE Cancer Risk (per million),BIOGENICS Cancer Risk (per million),SECONDARY Cancer Risk (per million),BACKGROUND Cancer Risk (per million),Total Respiratory HI,Total Neurological HI,Total Liver HI,Total Developmental HI,Total Reproductive HI,Total Kidney HI,Total Ocular HI,Total Endocrine HI,Total Hematological HI,Total Immunological HI,Total Skeletal HI,Total Spleen HI,Total Thyroid HI,Total Wholebody HI,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,E_POV150,M_POV150,E_HBURD,M_HBURD,EP_POV150,MP_POV150,EP_HBURD,MP_HBURD,EPL_POV150,EPL_HBURD,EPL_UNINSUR,F_POV150,F_HBURD,F_UNINSUR,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
49007000300,2014,UT,Carbon,4461.0,"1,1,2-TRICHLOROETHANE",1.0502117216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0453307296e-05,0.0,0.0,0.0,0.0,0.0,4.880992e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.640956e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000300,2016,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7400543,4506.0,293.0,1794.0,125.0,1602.0,146.0,1162.0,244.0,217.0,80.0,17486.0,1983.0,379.0,173.0,522.0,74.0,1290.0,176.0,616.0,140.0,196.0,75.8,1135.0,389.7,0.0,44.0,83.0,52.8,129.0,68.0,39.0,41.6,182.0,92.0,304.0,131.0,27.7,5.8,10.5,3.7,17486.0,1983.0,15.4,7.1,11.6,1.6,28.6,3.4,13.8,3.1,12.2,4.6,25.2,8.5,0.0,1.0,4.6,2.9,7.2,3.7,2.4,2.6,11.4,5.5,6.7,2.9,0.9245,0.9434,0.8664,0.8545,3.5888,0.9674,0.625,0.4229,0.8473,0.875,2.7703,0.9194,0.7363,0.0,0.7363,0.3853,0.5599,0.8353,0.488,0.9297,0.9521,3.765,0.9365,10.8604,0.9434,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,735.0,200.0,16.4,4.4,6811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000300,2017,UT,Carbon,4461.0,"1,1,2-TRICHLOROETHANE",8.79614e-05,2.88665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50411e-05,0.0,0.0,0.0,0.0,0.0,3.3668e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3744e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000300,2018,UT,Carbon,4461.0,"1,1,2-TRICHLOROETHANE",6.90045e-05,2.75515e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62128e-05,0.0,0.0,0.0,0.0,0.0,3.65581e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.740053538318,4317.0,288.0,1860.0,139.0,1623.0,139.0,1289.0,323.0,195.0,98.0,16929.0,1619.0,264.0,92.0,554.0,66.0,1259.0,172.0,613.0,137.0,260.0,100.0,1102.0,399.0,0.0,44.0,72.0,50.0,193.0,88.0,50.0,40.0,214.0,87.0,225.0,100.0,31.2,7.2,10.4,4.5,16929.0,1619.0,10.9,3.9,12.8,1.6,29.2,3.5,14.3,3.3,16.0,6.1,25.5,9.1,0.0,1.1,3.9,2.7,10.4,4.5,3.1,2.5,13.2,5.0,5.2,2.3,0.9588,0.9828,0.9366,0.7483,3.6265,0.9726,0.6764,0.476,0.8525,0.9589,2.9638,0.976,0.7312,0.0,0.7312,0.3853,0.5274,0.8919,0.5616,0.9537,0.9298,3.8644,0.9623,11.1859,0.9691,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,625.0,196.0,14.6,4.5,6360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000300,2019,UT,Carbon,4461.0,"1,1,2-TRICHLOROETHANE",1.31364e-05,2.54457e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05501e-05,0.0,0.0,0.0,0.0,0.0,4.18094e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000300,2020,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.846750509406,3978.0,395.0,2047.0,161.0,1731.0,179.0,,,187.0,92.0,,,239.0,115.0,667.0,107.0,1004.0,240.0,598.0,148.0,257.0,111.0,850.0,245.0,0.0,48.0,33.0,38.0,165.0,86.0,80.0,66.0,222.0,102.0,207.0,88.0,,,10.8,4.9,,,9.7,4.7,16.8,2.9,25.2,5.5,15.2,3.9,14.8,6.2,21.4,5.8,0.0,1.3,1.6,1.9,8.1,4.2,4.6,3.8,12.8,5.9,5.2,2.2,,0.9873,,0.7602,4.3846,0.9619,0.8265,0.2934,0.8955,0.9732,2.9886,0.7853,0.598,0.0,0.598,0.598,0.4245,0.8814,0.7221,0.9435,0.9337,3.9052,0.9619,11.8764,0.9647,,1.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,503.0,195.0,12.8,4.8,6843.0,1943.0,393.0,628.0,159.0,51.1,8.9,36.3,8.4,0.9788,0.8829,0.7754,1.0,0.0,0.0,713.0,541.0,0.0,12.0,752.0,222.0,6.0,13.0,28.0,41.0,5.0,12.0,59.0,94.0,0.0,12.0,18.9,2.0,0.0,0.8,18.9,5.0,0.2,0.3,0.7,1.0,0.1,0.3,1.5,2.4,0.0,0.8
49007000500,2014,UT,Carbon,4248.0,"1,1,2-TRICHLOROETHANE",8.11284904e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08768208e-06,0.0,0.0,0.0,0.0,0.0,2.516696e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267632e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000500,2016,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.3964322,3745.0,349.0,2442.0,114.0,1556.0,160.0,311.0,130.0,66.0,43.0,26267.0,1869.0,225.0,71.0,662.0,73.0,927.0,170.0,595.0,108.0,131.0,50.2,594.0,468.1,22.0,45.4,75.0,46.6,184.0,74.0,8.0,17.0,82.0,48.0,48.0,55.0,8.3,3.3,3.7,2.4,26267.0,1869.0,8.7,2.6,17.7,2.1,24.8,3.9,16.0,2.9,8.4,3.1,15.9,12.4,0.6,1.3,3.1,1.9,7.5,3.0,0.5,1.1,5.3,3.1,1.3,1.5,0.422,0.3293,0.3784,0.6301,1.7598,0.4202,0.9041,0.2329,0.9245,0.661,2.7225,0.9057,0.5051,0.3305,0.8356,0.4521,0.5051,0.8405,0.1301,0.7393,0.762,2.977,0.7479,8.295,0.6758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,293.0,91.0,7.9,2.4,3936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000500,2017,UT,Carbon,4248.0,"1,1,2-TRICHLOROETHANE",0.000114369,3.09255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111261,0.0,0.0,0.0,0.0,0.0,1.50507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78701e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000500,2018,UT,Carbon,4248.0,"1,1,2-TRICHLOROETHANE",9.54234e-05,2.59065e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28165e-05,0.0,0.0,0.0,0.0,0.0,1.62536e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.396429870466,3992.0,366.0,2522.0,113.0,1591.0,146.0,376.0,112.0,54.0,30.0,26568.0,2305.0,176.0,61.0,785.0,102.0,1060.0,187.0,578.0,115.0,132.0,53.0,526.0,489.0,10.0,43.0,83.0,53.0,220.0,73.0,9.0,16.0,55.0,46.0,53.0,51.0,9.5,2.8,3.0,1.7,26568.0,2305.0,6.5,2.1,19.7,2.3,26.6,4.0,14.6,2.7,8.3,3.3,13.2,12.2,0.3,1.1,3.3,2.1,8.7,2.9,0.6,1.0,3.5,2.9,1.3,1.3,0.5369,0.3688,0.4606,0.5171,1.8834,0.4597,0.9298,0.3425,0.8765,0.6421,2.7909,0.9245,0.339,0.1849,0.5239,0.2603,0.5086,0.8576,0.1507,0.6123,0.762,2.8912,0.7204,8.0894,0.6329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.0,88.0,5.4,2.1,3617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000500,2019,UT,Carbon,4248.0,"1,1,2-TRICHLOROETHANE",1.28373e-05,2.96764e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85054e-06,0.0,0.0,0.0,0.0,0.0,1.90845e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000500,2020,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.827744481788,3926.0,407.0,2380.0,160.0,1517.0,168.0,,,64.0,45.0,,,165.0,67.0,812.0,131.0,1014.0,190.0,601.0,217.0,73.0,32.0,535.0,197.0,42.0,64.0,43.0,34.0,153.0,63.0,8.0,17.0,17.0,18.0,50.0,69.0,,,3.9,2.6,,,6.1,2.5,20.7,3.1,25.8,4.0,15.4,5.2,4.8,2.0,13.6,4.8,1.1,1.7,1.8,1.4,6.4,2.5,0.5,1.1,1.1,1.2,1.3,1.8,,0.6144,,0.5599,2.3849,0.4576,0.9337,0.3329,0.9025,0.5402,3.2382,0.8757,0.354,0.5289,0.354,0.354,0.4372,0.8376,0.1918,0.3164,0.7687,2.5517,0.6314,8.5288,0.6271,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,172.0,75.0,4.4,2.0,4117.0,575.0,192.0,310.0,131.0,14.7,4.7,20.4,8.3,0.5078,0.4457,0.2571,0.0,0.0,0.0,380.0,548.0,153.0,125.0,316.0,140.0,1.0,3.0,29.0,34.0,29.0,45.0,7.0,18.0,0.0,12.0,9.8,1.0,3.9,3.0,8.0,3.5,0.0,0.1,0.7,0.9,0.7,1.2,0.2,0.5,0.0,0.8
49007000600,2014,UT,Carbon,4416.0,"1,1,2-TRICHLOROETHANE",6.325339536e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301131456e-06,0.0,0.0,0.0,0.0,0.0,2.420808e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88335e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000600,2016,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.3228586,4064.0,318.0,2112.0,86.0,1641.0,108.0,607.0,194.0,88.0,49.0,23487.0,3351.0,333.0,96.0,832.0,110.0,896.0,181.0,831.0,140.0,66.0,34.4,442.0,444.8,2.0,42.8,0.0,15.6,345.0,77.0,44.0,35.2,85.0,54.0,19.0,27.0,15.1,4.6,5.0,2.6,23487.0,3351.0,11.5,3.4,20.5,2.9,22.0,4.1,20.5,3.3,4.0,2.1,10.9,10.9,0.1,1.1,0.0,0.7,16.3,3.7,2.7,2.1,5.2,3.2,0.5,0.7,0.7084,0.5455,0.512,0.762,2.5278,0.6947,0.9692,0.1387,0.9811,0.2466,2.3356,0.717,0.2774,0.0976,0.375,0.1267,0.0,0.9537,0.524,0.7238,0.6438,2.8453,0.7136,8.0838,0.6432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,533.0,170.0,13.2,4.1,1963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000600,2017,UT,Carbon,4416.0,"1,1,2-TRICHLOROETHANE",0.000251749,2.28731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000228863,0.0,0.0,0.0,0.0,0.0,1.26032e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93358e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000600,2018,UT,Carbon,4416.0,"1,1,2-TRICHLOROETHANE",0.000261743,8.2536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000179193,0.0,0.0,0.0,0.0,0.0,1.4055e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.321669022378,4191.0,316.0,2079.0,84.0,1678.0,105.0,613.0,214.0,49.0,35.0,25687.0,3557.0,326.0,118.0,807.0,104.0,952.0,170.0,765.0,133.0,73.0,39.0,508.0,435.0,2.0,42.0,0.0,15.0,300.0,81.0,56.0,36.0,42.0,30.0,16.0,22.0,14.7,5.2,2.5,1.8,25687.0,3557.0,11.4,3.8,19.3,2.5,22.7,3.7,18.3,2.9,4.4,2.4,12.1,10.4,0.1,1.1,0.0,0.8,14.4,3.7,3.3,2.1,2.5,1.8,0.4,0.5,0.7564,0.2693,0.5223,0.774,2.322,0.6141,0.9264,0.1712,0.9743,0.3014,2.3733,0.741,0.2979,0.1113,0.4092,0.1918,0.0,0.9417,0.5788,0.4648,0.6164,2.6017,0.6226,7.7062,0.5678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,668.0,198.0,16.0,4.5,2296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000600,2019,UT,Carbon,4416.0,"1,1,2-TRICHLOROETHANE",0.000106329,9.61843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01284e-05,0.0,0.0,0.0,0.0,0.0,1.59157e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49007000600,2020,UT,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.810726530842,5150.0,455.0,2355.0,193.0,1873.0,206.0,,,180.0,91.0,,,311.0,107.0,904.0,163.0,1299.0,235.0,905.0,190.0,91.0,44.0,995.0,248.0,0.0,68.0,0.0,24.0,282.0,80.0,50.0,34.0,49.0,47.0,9.0,5.0,,,7.8,4.0,,,9.4,3.1,17.6,3.1,25.2,4.0,17.6,3.4,4.9,2.3,19.3,4.5,0.0,1.4,0.0,1.0,12.0,3.2,2.7,1.8,2.6,2.5,0.2,0.1,,0.9336,,0.7461,3.8219,0.8814,0.8505,0.2934,0.9506,0.5515,2.646,0.6031,0.5444,0.0,0.5444,0.5444,0.0,0.9181,0.5501,0.5466,0.5896,2.6044,0.6497,9.6167,0.7867,,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,681.0,187.0,13.2,3.6,3040.0,1084.0,263.0,480.0,156.0,21.1,4.8,25.6,7.8,0.7052,0.6446,0.7924,0.0,0.0,0.0,865.0,630.0,8.0,15.0,888.0,231.0,0.0,17.0,49.0,75.0,1.0,2.0,49.0,45.0,0.0,17.0,16.8,1.5,0.2,0.3,17.2,4.1,0.0,0.6,1.0,1.4,0.0,0.1,1.0,0.9,0.0,0.6
49009000000,2014,UT,Daggett,1059.0,"1,1,2-TRICHLOROETHANE",1.4208890432e-05,1.0820468464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388081712e-06,0.0,0.0,0.0,0.0,0.0,3.40256e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220139e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009000000,2017,UT,Daggett,1059.0,"1,1,2-TRICHLOROETHANE",1.96376e-05,1.0025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61232e-06,0.0,0.0,0.0,0.0,0.0,2.34176e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06838e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
