CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
49001100100,UT,Beaver,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1338,14.0,0.0036668,1,3818,R,2316.267318,0.606670329,940.2724832,0.246273568,775.9805341,0.612455039,303.7934492,0.56362421,19.82262555,0.014815116,1139.909461,0.298561933,427.0669988,0.111856207,338.2655973,0.266981529,187.6336692,0.348114414,5.206538039,0.003891284,6.047872532,0.001584042,2.45608261,0.00064329,0.0,0.0,1.015957516,0.001884893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49001100200,UT,Beaver,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,927,10.0,0.0035575,1,2811,R,1992.847293,0.708946031,533.0584598,0.189633034,691.9465701,0.708235998,221.2913889,0.755260713,2.032879706,0.002192966,1456.324061,0.51808042,324.2985006,0.115367663,538.0678349,0.550734734,153.9509452,0.525429847,0.052540935,5.67e-05,947.7256014,0.337148915,318.6076896,0.113343184,355.2205441,0.363582952,86.03777006,0.293644266,0.0,0.0,3.999999864,0.001422981,0.0,0.0,0.99999997,0.001023541,0.0,0.0,0.0,0.0
49003960100,UT,Box Elder,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,978,9.0,0.0028553,0,3152,R,3152.000018,1.000000006,895.2940063,0.284039977,1142.000009,1.000000008,279.0000009,1.000000003,11.97900174,0.012248468,3152.000018,1.000000006,895.2940063,0.284039977,1142.000009,1.000000008,279.0000009,1.000000003,11.97900174,0.012248468,1766.581833,0.560463779,622.5271436,0.197502266,613.8479434,0.537520091,204.629947,0.73344067,8.435727368,0.008625488,694.3650293,0.220293474,378.696021,0.120144677,241.9471471,0.211862651,76.55813604,0.274401921,5.723050778,0.00585179
49003960200,UT,Box Elder,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2186,0.0,0.0,0,6901,R,6901.000031,1.000000004,1851.051562,0.268229468,2407.0,1.0,778.0000017,1.000000002,49.34827596,0.022574692,6779.766139,0.982432421,1812.279193,0.262611099,2362.261683,0.981413246,768.3603959,0.987609763,48.3564454,0.022120972,4.305720368,0.000623927,1.258913425,0.000182425,0.741498251,0.000308059,0.945910707,0.001215824,0.042724692,1.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960300,UT,Box Elder,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2558,32.0,0.0039091,0,8186,C,6146.979496,0.750913694,1261.674565,0.154125894,2328.300001,0.767402769,511.2922041,0.713099308,23.32818605,0.009119697,2416.491702,0.295198107,381.4530393,0.046598221,916.5207816,0.302083316,158.0727068,0.220464026,5.16657862,0.002019773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960400,UT,Box Elder,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1535,0.0,0.0,0,4872,R,4872.000012,1.000000003,1665.479445,0.341847177,1622.000005,1.000000003,549.0000006,1.000000001,15.77134279,0.01027449,4872.000012,1.000000003,1665.479445,0.341847177,1622.000005,1.000000003,549.0000006,1.000000001,15.77134279,0.01027449,76.47116953,0.015696053,36.15440733,0.007420855,13.73879478,0.00847028,17.73383962,0.032302076,0.0,0.0,3.317094163,0.000680849,1.568271693,0.000321895,0.398051277,0.000245408,1.061470096,0.001933461,0.0,0.0
49003960500,UT,Box Elder,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1623,158.0,0.0314553,0,5023,U,2438.954512,0.485557339,691.4969595,0.137666128,851.4595575,0.526567444,213.1351457,0.388224309,28.86869209,0.017787241,778.0261563,0.154892725,226.3598405,0.045064671,276.174587,0.170794426,64.17149146,0.116887963,7.413871145,0.004568004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960601,UT,Box Elder,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1306,5.0,0.0013441,0,3720,U,1244.890759,0.334648054,285.9504982,0.076868414,381.8627413,0.329192018,238.723415,0.413016289,3.270368477,0.002504111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960602,UT,Box Elder,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,769,39.0,0.016056,0,2429,R,2355.130297,0.96958843,366.8171392,0.151015702,722.9970446,0.979670792,324.9920895,0.964368218,0.0,0.0,460.6957212,0.189664768,52.73645704,0.02171118,137.0217615,0.185666344,51.74501289,0.153546032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960701,UT,Box Elder,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1574,92.0,0.0193074,0,4765,U,2499.025147,0.524454386,586.6045321,0.123106932,820.0247347,0.525656881,338.6256378,0.547937925,22.63264002,0.01437906,12.96443439,0.002720763,2.49449309,0.000523503,3.711209595,0.002378981,1.508797782,0.00244142,0.114656412,7.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960702,UT,Box Elder,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,814,2.0,0.0008768,0,2281,U,1938.811405,0.84998308,857.7349638,0.376034618,662.0566009,0.866566232,178.5646486,0.819103893,24.96244526,0.030666395,245.0090044,0.107412979,113.2818605,0.049663244,96.0988538,0.12578384,12.22164578,0.056062595,2.369953144,0.00291149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960801,UT,Box Elder,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1354,2.0,0.0004755,0,4206,R,4205.99999,0.999999998,1271.253079,0.302247522,1337.000006,1.000000005,428.9999998,0.999999999,53.91524901,0.039819239,4205.99999,0.999999998,1271.253079,0.302247522,1337.000006,1.000000005,428.9999998,0.999999999,53.91524901,0.039819239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003960802,UT,Box Elder,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1361,0.0,0.0,0,4440,U,3981.19901,0.896666444,327.440378,0.073747833,1435.389184,0.898803496,444.9424543,0.870728873,10.42352967,0.007658729,3136.536394,0.706427116,264.8009219,0.059639847,1179.676719,0.73868298,336.0049397,0.657543913,10.42352967,0.007658729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000101,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1414,10.0,0.0021744,0,4599,R,4598.999996,0.999999999,1594.710987,0.346751682,1617.999993,0.999999995,444.000001,1.000000002,6.648125988,0.004701645,4598.999996,0.999999999,1594.710987,0.346751682,1617.999993,0.999999995,444.000001,1.000000002,6.648125988,0.004701645,54.92174506,0.011942106,24.00734471,0.005220123,21.01590059,0.012988814,4.505330174,0.01014714,0.092876895,6.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000102,UT,Cache,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,493,0.0,0.0,0,1563,R,1563.000001,1.000000001,407.9143063,0.260981642,546.9999985,0.999999997,178.9999992,0.999999995,1.761092259,0.003572195,1563.000001,1.000000001,407.9143063,0.260981642,546.9999985,0.999999997,178.9999992,0.999999995,1.761092259,0.003572195,856.3386863,0.547881437,159.6076239,0.102116202,297.6206163,0.544096191,106.6170751,0.595626118,0.252345353,0.000511857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000201,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1019,0.0,0.0,0,3228,U,3141.10457,0.973080722,1182.466681,0.366315576,1063.476499,0.979260128,308.4402857,0.946135846,21.24278376,0.020846697,2361.531869,0.731577407,962.5597627,0.298190757,815.6806132,0.751087121,207.4272383,0.636279872,7.945990938,0.007797832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000202,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2034,0.0,0.0,0,6953,U,6325.814709,0.909796449,1474.145165,0.2120157,2351.150222,0.905333162,543.207221,0.896381553,45.64415381,0.022440587,4364.254214,0.627679306,1098.649282,0.158010827,1633.367395,0.628943933,376.6957693,0.62161018,36.75369326,0.018069662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000300,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2038,324.0,0.0432461,0,7492,R,7492.000018,1.000000002,2771.186922,0.369886135,2800.000018,1.000000006,439.0000001,1.0,9.999999889,0.004906771,7256.668014,0.968588897,2656.34635,0.354557708,2695.855766,0.962805631,432.3873351,0.984936982,9.999999889,0.004906771,11.46842705,0.001530756,3.899036547,0.000520427,3.620549303,0.001293053,1.52836706,0.003481474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000401,UT,Cache,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1146,71.0,0.0212702,1,3338,U,1896.140776,0.568046967,651.2331413,0.195096807,636.3301398,0.640815851,342.3976458,0.781729785,23.27616043,0.020310786,635.1354552,0.190274253,284.2466208,0.08515477,217.866859,0.219402678,140.393045,0.320532066,14.54042827,0.012687983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000402,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,911,0.0,0.0,0,3118,R,3117.999993,0.999999998,326.7273707,0.104787483,983.9999999,1.0,334.9999982,0.999999994,12.68337143,0.013922471,2515.995714,0.806926143,280.5259677,0.089969842,806.2710715,0.81938117,257.766243,0.769451472,12.68337143,0.013922471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000403,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1567,0.0,0.0,0,5754,U,5753.999941,0.99999999,1589.270191,0.276202675,2266.999982,0.999999992,363.9999965,0.99999999,17.42810143,0.011121954,5546.99524,0.964024199,1550.935828,0.269540464,2189.615897,0.965864974,345.4425058,0.949017873,16.50614175,0.010533594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000501,UT,Cache,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1889,108.0,0.0210608,1,5128,U,2725.362594,0.531466964,1737.060073,0.338740264,798.9791407,0.539850771,309.8355485,0.550329571,49.54168775,0.02622641,14.06980655,0.002743722,10.54185516,0.002055744,6.238290104,0.004215061,1.67012938,0.002966482,0.15793091,8.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000502,UT,Cache,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1849,6.0,0.001147,1,5231,U,2749.782653,0.525670551,1442.760246,0.275809644,806.5281073,0.524741774,52.32937937,0.545097702,6.848789471,0.003704051,3.0946054,0.00059159,1.691910338,0.000323439,0.019404203,1.26e-05,0.448193263,0.00466868,0.031576593,1.71e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000600,UT,Cache,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,2201,869.0,0.1229485,1,7068,U,4566.68886,0.646107649,3250.237599,0.459852518,419.8767205,0.498665939,151.3033609,0.381116778,102.1200457,0.046397113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000701,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1335,678.0,0.15,0,4520,U,4520.0,1.0,720.3478435,0.159368992,988.0000006,1.000000001,641.9999994,0.999999999,0.0,0.0,3516.271783,0.777936235,493.1388459,0.109101515,834.5084168,0.844644147,573.9020654,0.893928451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000702,UT,Cache,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,489,1429.0,0.5253676,1,2720,U,2665.775371,0.980064475,2285.32714,0.840193802,252.4696382,0.942050889,3.736773543,0.934193386,41.8358259,0.085553836,420.0513659,0.154430649,379.2696896,0.139437386,1.82490059,0.006809331,0.0,0.0,0.930977292,0.001903839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000800,UT,Cache,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1980,55.0,0.0114703,1,4795,U,2031.333235,0.423635711,1639.850511,0.341991765,169.2283933,0.251453779,46.49297843,0.210375468,18.38271179,0.009284198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005000900,UT,Cache,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1301,0.0,0.0,1,3374,U,3324.046211,0.98519449,1715.093083,0.508326344,831.4323982,0.987449404,240.6298419,0.986187877,48.39031795,0.03719471,252.3327877,0.07478743,136.7418451,0.040528111,63.63397698,0.075574795,28.73344749,0.117760031,3.743274622,0.002877229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001001,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,839,0.0,0.0,0,3026,U,2991.858144,0.988717166,1260.350393,0.41650707,1149.777417,0.988630625,103.2238322,0.983084117,0.0,0.0,2204.584383,0.728547384,868.5532692,0.287030162,887.4741648,0.763090425,66.08641401,0.629394419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001002,UT,Cache,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1697,0.0,0.0,1,4560,U,3444.798325,0.755438229,2008.630001,0.440489035,1024.131205,0.742662222,244.5438164,0.88602832,141.3049882,0.083267524,443.7594175,0.097315662,210.9886836,0.046269448,152.7049,0.110735968,13.43677749,0.048683976,13.20549796,0.007781672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001101,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1878,0.0,0.0,0,5596,U,3641.113607,0.650663618,720.8025705,0.12880675,1253.585208,0.685393772,417.2836787,0.712088189,51.20578904,0.027266128,1347.183221,0.24074039,164.1638782,0.029335932,409.6411574,0.223970015,179.4251087,0.306186192,3.551751949,0.001891242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001102,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1343,0.0,0.0,0,4230,U,4224.910733,0.998796864,721.967963,0.170678005,1352.846006,0.998410336,549.6069675,0.999285395,20.49528127,0.01526082,3608.570358,0.853089919,532.3968832,0.125862147,1156.381512,0.85341809,459.3053844,0.835100699,16.13525316,0.012014336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001201,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1376,0.0,0.0,0,4955,U,4955.000018,1.000000004,1324.163969,0.267237935,1887.000016,1.000000009,409.000001,1.000000002,21.20381146,0.015409747,3948.79004,0.796930381,1036.317894,0.209145892,1436.993479,0.761522776,333.2838375,0.814874908,17.1107661,0.01243515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001202,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1409,0.0,0.0,0,5387,U,5386.999923,0.999999986,1722.933347,0.319831696,2355.999961,0.999999983,229.9999984,0.999999993,27.5153083,0.019528253,5383.479429,0.999346469,1721.64013,0.319591633,2355.999961,0.999999983,228.7611645,0.994613759,27.4660623,0.019493302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001300,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1721,41.0,0.0067026,0,6117,R,6117.000007,1.000000001,1545.022257,0.25257843,2387.000004,1.000000002,543.0000038,1.000000007,45.81461575,0.026620927,6117.000007,1.000000001,1545.022257,0.25257843,2387.000004,1.000000002,543.0000038,1.000000007,45.81461575,0.026620927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001401,UT,Cache,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1107,0.0,0.0,0,4096,U,2916.748719,0.712096855,1188.345628,0.290123444,1203.87793,0.740392331,138.6874285,0.633275929,26.98214402,0.024374114,251.8227594,0.061480166,99.59500166,0.024315186,94.57109717,0.058161806,14.54547738,0.066417705,2.303721034,0.002081049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001402,UT,Cache,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1048,0.0,0.0,0,3665,U,3665.000007,1.000000002,1057.344184,0.288497731,1416.000016,1.000000012,258.9999999,1.0,23.10275704,0.022044615,3292.837544,0.898454992,954.4231458,0.260415592,1289.665872,0.910780983,219.9519206,0.849235215,23.10275704,0.022044615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005001500,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,604,3.0,0.001472,0,2038,R,2037.999993,0.999999997,406.3217173,0.199372776,676.9999982,0.999999997,213.0,1.0,4.328767097,0.007166833,2037.999993,0.999999997,406.3217173,0.199372776,676.9999982,0.999999997,213.0,1.0,4.328767097,0.007166833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005980100,UT,Cache,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,34,0.0,0.0,0,105,R,105.0000005,1.000000004,0.0,0.0,42.00000034,1.000000008,5.999999964,0.999999994,0.0,0.0,105.0000005,1.000000004,0.0,0.0,42.00000034,1.000000008,5.999999964,0.999999994,0.0,0.0,10.70432112,0.101945915,0.0,0.0,1.99999998,0.047619047,0.300417391,0.050069565,0.0,0.0,0.211752124,0.002016687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000100,UT,Carbon,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1286,51.0,0.0133893,0,3809,R,3630.592733,0.953161652,1216.998067,0.319505925,1114.748055,0.959335676,389.0490543,0.944293821,58.72751998,0.045666812,2688.506642,0.705830045,883.8190861,0.232034415,823.6697927,0.708838032,316.1052939,0.767245859,40.02888155,0.031126658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000200,UT,Carbon,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1743,99.0,0.0221526,1,4469,R,3617.300014,0.809420455,1215.680501,0.272025174,912.2496455,0.852569762,602.2795647,0.805186584,105.7398478,0.060665432,2421.6383,0.541874759,758.3332365,0.169687455,631.5890662,0.590270155,366.7862776,0.490355986,59.0406436,0.033873003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000300,UT,Carbon,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1667,372.0,0.0833894,1,4461,C,2929.554479,0.656703537,1425.233906,0.319487538,678.7190359,0.583593324,387.5163,0.670443426,104.9870318,0.062979623,200.3604323,0.044913793,84.70241901,0.018987317,38.87913917,0.033430042,25.6383269,0.044356967,8.086067859,0.004850671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000500,UT,Carbon,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1618,2.0,0.0004708,0,4248,C,3582.691116,0.843383031,690.4133443,0.162526682,949.3079619,0.841585073,427.7917085,0.770795871,72.73945403,0.044956399,1750.83309,0.412154682,251.3058665,0.059158631,456.0515108,0.404300985,211.6132856,0.381285199,32.13887678,0.019863335,68.07198444,0.016024478,6.474713198,0.001524179,25.02879402,0.022188647,10.99999995,0.01981982,1.202847206,0.000743416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007000600,UT,Carbon,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1664,20.0,0.004529,0,4416,R,4405.016398,0.997512771,1635.691087,0.370401061,1196.5592,0.997964304,608.0168535,0.99674894,84.5164172,0.050791116,4320.698816,0.978419116,1612.304438,0.365105172,1173.788528,0.978972918,595.2617708,0.975838969,82.60505213,0.049642459,1693.960784,0.383596192,797.8751735,0.180678255,409.7449798,0.341738932,287.3568847,0.47107686,20.25696658,0.012173658,1187.630735,0.268938119,560.2859528,0.126876348,302.972111,0.252687332,200.29461,0.32835182,13.52994873,0.008130979
49009960100,UT,Daggett,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,426,63.0,0.0594901,0,1059,R,1058.999991,0.999999991,356.2342942,0.336387435,243.0000014,1.000000006,200.9999988,0.999999994,0.0,0.0,1058.999991,0.999999991,356.2342942,0.336387435,243.0000014,1.000000006,200.9999988,0.999999994,0.0,0.0,1058.999991,0.999999991,356.2342942,0.336387435,243.0000014,1.000000006,200.9999988,0.999999994,0.0,0.0,1058.999991,0.999999991,356.2342942,0.336387435,243.0000014,1.000000006,200.9999988,0.999999994,0.0,0.0
49011125102,UT,Davis,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1254,0.0,0.0,0,4143,R,4143.00001,1.000000002,254.1515656,0.061344814,1251.000002,1.000000001,503.9999993,0.999999999,0.0,0.0,4051.275641,0.977860401,249.2681798,0.060166107,1216.480718,0.972406649,500.999957,0.994047534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011125103,UT,Davis,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1255,0.0,0.0,0,4293,U,3330.382896,0.775770533,854.2314632,0.198982405,1227.589524,0.76772328,215.8686875,0.873962297,7.341847955,0.005850078,2446.2841,0.569830911,494.9426641,0.115290628,921.7401776,0.576447891,181.5384796,0.734973602,0.500016272,0.000398419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011125104,UT,Davis,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1596,221.0,0.0381824,0,5788,U,5788.000024,1.000000004,699.2471889,0.120809811,1956.00001,1.000000005,300.0,1.0,16.33739606,0.010236464,5522.080731,0.954056795,646.1414253,0.111634662,1864.867666,0.953408827,291.1892517,0.970630839,16.33739606,0.010236464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011125200,UT,Davis,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,886,488.0,0.1470322,1,3319,U,3194.482434,0.962483409,1347.37311,0.40595755,1100.994173,0.963249495,5.999999961,0.999999993,0.0,0.0,1157.691098,0.3488072,436.270458,0.131446357,298.6166442,0.261256907,0.600843959,0.10014066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011125301,UT,Davis,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1730,0.0,0.0,1,5108,U,2490.899693,0.487646768,746.1891073,0.146082441,786.1694119,0.483796561,299.1535412,0.477118885,35.27452477,0.020389899,194.170751,0.038013068,57.57159594,0.011270868,60.28189099,0.037096548,30.71503614,0.048987298,4.100363107,0.002370152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
